,property_id,lat,lng,addr_street,suburb,price,year,property_type,bedrooms,bathrooms,parking_space,shopping_center_id,distance_to_sc,train_station_id,distance_to_train_station,travel_min_to_CBD,transfer_flag,hospital_id,distance_to_hospital,supermarket_id,distance_to_supermaket
515,6480.0,-37.79455185,144.8143616,236 Wright Street,SUNSHINE WEST,6000000.0,2009.0,house,3.0,1.0,3.0,SC_102,2169.69,20021,1761.14,25.67,0,hospital_174,2464.85,S_130,804.93
516,86548.0,-37.908205,144.996745,30 Barkly Street,BRIGHTON,29400000.0,2016.0,house,3.0,2.0,2.0,SC_015,4618.87,19952,633.49,20.0,0,hospital_156,604.51,S_150,629.09
517,61379.0,-37.777551,145.255503,16 Wandarra Way,WARRANWOOD,7709000.0,2012.0,house,4.0,2.0,2.0,SC_022,3410.44,19878,2972.88,50.64,0,hospital_164,3362.79,S_157,2188.37
518,12498.0,-37.703628,144.768559,19 Admiralty Lane,SYDENHAM,5348000.0,2015.0,house,3.0,2.0,2.0,SC_048,4041.63,20000,567.92,39.06,0,hospital_057,7511.68,S_094,691.96
519,94722.0,-37.92785263,145.031723,12a Gordon Street,BENTLEIGH,10965000.0,2009.0,house,4.0,2.0,2.0,SC_046,1420.87,19938,445.89,39.42,0,hospital_110,730.35,S_107,1299.59
520,55267.0,-37.823826,145.063583,20 Russell Street,CAMBERWELL,24180000.0,2012.0,house,4.0,3.0,3.0,SC_099,491.04,19892,465.96,26.58,0,hospital_064,2154.63,S_113,730.64
521,76849.0,-37.922622,145.108741,42 Scotsburn Avenue,CLAYTON,4956000.0,2011.0,house,2.0,1.0,0.0,SC_087,4492.6,19915,1060.68,38.78,0,hospital_076,1043.31,S_169,942.83
522,4648.0,-37.837649,144.87938,73 William Street,NEWPORT,6545000.0,2016.0,house,4.0,2.0,2.0,SC_033,3117.51,19994,675.25,20.61,0,hospital_141,2955.38,S_056,2906.34
523,76635.0,-37.909411,145.127652,19 Woodside Avenue,CLAYTON,9240000.0,2015.0,house,3.0,2.0,1.0,SC_096,4533.34,19915,1811.26,38.78,0,hospital_065,1125.56,S_169,2003.64
524,12764.0,-37.690575,144.761064,25 Carrington Street,SYDENHAM,7760000.0,2011.0,house,3.0,2.0,2.0,SC_048,5022.74,20000,1647.71,39.06,0,hospital_057,9094.41,S_163,870.68
525,95980.0,-37.91236,145.039238,56A Bent Street,MCKINNON,4620000.0,2016.0,house,3.0,2.0,2.0,SC_046,3022.17,19940,242.75,36.5,0,hospital_126,2180.77,S_107,836.83
526,89688.0,-37.957423,145.018925,80 Victoria Street,SANDRINGHAM,28160000.0,2015.0,house,5.0,3.0,2.0,SC_079,2151.87,19948,1487.58,28.93,0,hospital_058,455.68,S_214,1365.98
527,76543.0,-37.921053,145.111946,12 Harlington Street,CLAYTON,10523000.0,2014.0,house,3.0,1.0,0.0,SC_087,4506.21,19915,855.56,38.78,0,hospital_083,745.66,S_169,799.62
528,86500.0,-37.924955,144.99956,3 Arthur Avenue,BRIGHTON,43690000.0,2015.0,house,5.0,2.0,2.0,SC_046,3770.48,19950,929.49,23.94,0,hospital_156,1627.32,S_009,1127.07
529,37437.0,-37.65003586,145.0539398,42 Kalman Road,EPPING,5746000.0,2008.0,house,5.0,2.0,3.0,SC_062,2787.74,45795,1158.06,45.83,0,hospital_053,3304.83,S_096,1788.08
530,82387.0,-37.978714,145.238827,70 Botanical Grove,DOVETON,9600000.0,2013.0,house,3.0,2.0,2.0,SC_112,2283.69,19888,2844.08,53.82,0,hospital_119,1883.34,S_195,1673.95
531,44221.0,-37.689903,145.104356,125 Plenty River Drive,GREENSBOROUGH,10432000.0,2016.0,house,3.0,1.0,1.0,SC_062,4567.89,19985,1601.24,37.87,0,hospital_075,1700.24,S_210,1478.11
532,91179.0,-37.981446,145.048757,11 Margate Street,BEAUMARIS,14300000.0,2013.0,house,4.0,2.0,2.0,SC_079,3659.67,19865,1440.49,38.9,0,hospital_055,332.4,S_011,1199.8
533,54527.0,-37.818115,145.032515,44 Mary Street,HAWTHORN,41100000.0,2011.0,house,4.0,2.0,1.0,SC_083,376.4,19904,508.2,20.46,0,hospital_086,196.32,S_208,330.87
534,40126.0,-37.690222,145.046187,237 Greenhills Road,BUNDOORA,6300000.0,2010.0,house,3.0,2.0,3.0,SC_062,5514.46,20007,3018.58,38.08,0,hospital_041,1482.2,S_155,1214.2
535,13755.0,-37.744283,144.899459,119 Roberts Street,ESSENDON,11430000.0,2011.0,house,2.0,1.0,1.0,SC_082,1266.4,20036,1918.56,23.88,0,hospital_184,541.33,S_197,968.73
536,85169.0,-37.87994766,144.9803162,99 Addison Street,ELWOOD,19120000.0,2009.0,house,3.0,2.0,3.0,SC_015,1253.88,19955,1386.01,15.0,0,hospital_009,2298.32,S_017,1284.12
537,23856.0,-37.716107,144.966132,1/11 Brockley Road,FAWKNER,5600000.0,2016.0,house,3.0,1.0,1.0,SC_030,2297.44,19962,519.03,33.0,0,hospital_139,2816.09,S_030,2147.54
538,25012.0,-37.595306,144.941707,10 Kernan Court,CRAIGIEBURN,5525000.0,2011.0,house,3.0,2.0,1.0,SC_110,358.5,40221,738.61,45.93,0,hospital_104,6445.36,S_005,391.96
539,25704.0,-37.606402,144.938299,18 Mitford Crescent,CRAIGIEBURN,4550000.0,2010.0,house,3.0,2.0,1.0,SC_110,926.49,40221,675.73,45.93,0,hospital_104,5176.68,S_005,972.09
540,6566.0,-37.780473,144.821858,3 Hamel Street,ALBION,3480000.0,2011.0,house,4.0,2.0,2.0,SC_102,1051.08,20004,401.54,28.06,0,hospital_174,988.14,S_080,997.15
541,16523.0,-37.701448,144.920617,14 Churchill Street,GLENROY,5590000.0,2010.0,house,3.0,1.0,2.0,SC_010,3279.97,20032,455.72,32.88,0,hospital_184,4748.99,S_209,587.82
542,28109.0,-37.795549,144.981742,149 Leicester Street,FITZROY,11960000.0,2010.0,house,3.0,2.0,0.0,SC_008,2094.76,19975,1187.92,10.81,0,hospital_178,1426.38,S_200,439.23
543,27490.0,-37.604572,144.928579,64 Bridgewater Road,CRAIGIEBURN,3355000.0,2012.0,house,4.0,1.0,2.0,SC_110,1222.96,40221,1335.74,45.93,0,hospital_104,5184.68,S_005,1158.69
544,7652.0,-37.728079,144.821858,8 Rowan Drive,KEALBA,6320000.0,2015.0,house,4.0,2.0,1.0,SC_107,1276.22,20001,2479.36,36.06,0,hospital_005,3664.03,S_222,1581.31
545,27330.0,-37.580414,144.907404,6 Applewood Way,CRAIGIEBURN,4695000.0,2014.0,house,2.0,1.0,2.0,SC_005,1322.04,40221,3963.93,45.93,0,hospital_104,7907.4,S_178,2791.26
546,48592.0,-37.801808,145.033234,59 Peel Street,KEW,12120000.0,2016.0,house,3.0,1.0,0.0,SC_083,2087.48,19904,2206.44,20.46,0,hospital_064,1531.2,S_039,485.14
547,50814.0,-37.789394,145.113412,14 Edith Court,DONCASTER,12000000.0,2015.0,house,5.0,2.0,2.0,SC_091,1135.97,20042,3394.37,30.44,0,hospital_194,1794.75,S_188,968.82
548,14054.0,-37.756448,144.925861,205 Pascoe Vale Road,ESSENDON,15300000.0,2015.0,house,4.0,1.0,1.0,SC_011,3010.83,20037,851.87,20.88,0,hospital_128,1419.64,S_025,1318.75
549,89590.0,-37.950008,145.018549,54 Vincent Street,SANDRINGHAM,18750000.0,2012.0,house,4.0,2.0,1.0,SC_079,1979.45,19948,1228.34,28.93,0,hospital_058,1281.29,S_214,600.18
550,79273.0,-37.960353,145.140453,62 Hanleth Ave,SPRINGVALE,6630000.0,2014.0,house,3.0,1.0,1.0,SC_057,4616.26,19913,1661.01,43.96,0,hospital_124,3508.14,S_075,1242.56
551,70502.0,-37.878167,145.104627,121 Power Avenue,CHADSTONE,8268000.0,2010.0,house,3.0,1.0,1.0,SC_042,1156.62,19840,829.52,27.93,0,hospital_098,2343.59,S_112,1617.35
552,88799.0,-37.95277786,145.0556946,33 Mount View Road,HIGHETT,7680000.0,2008.0,house,3.0,2.0,1.0,SC_079,1346.14,19872,1306.51,39.58,0,hospital_082,861.32,S_023,744.03
553,31575.0,-37.754343,145.012655,99A Pender Street,THORNBURY,8700000.0,2013.0,house,3.0,2.0,3.0,SC_103,1893.96,20014,1242.02,23.0,0,hospital_035,1043.45,S_105,873.78
554,84473.0,-37.872771,144.996846,1/33 Gourlay Street,BALACLAVA,8925000.0,2012.0,house,2.0,1.0,1.0,SC_015,1488.66,19955,376.59,15.0,0,hospital_009,641.04,S_133,338.91
555,70933.0,-37.93334198,145.1825104,22 Grovelands Drive,MULGRAVE,4480000.0,2008.0,house,3.0,1.0,2.0,SC_073,3029.68,19891,3103.88,45.96,0,hospital_161,2750.51,S_067,602.93
556,45110.0,-37.714771,145.108085,44 Plenty Lane,GREENSBOROUGH,6968000.0,2014.0,house,3.0,1.0,2.0,SC_017,5740.28,19986,1184.14,40.0,0,hospital_075,1090.84,S_020,1325.59
557,90200.0,-37.963993,145.058403,2 Goulburn St,CHELTENHAM,5144000.0,2013.0,house,3.0,2.0,2.0,SC_079,2247.27,19866,448.71,36.65,0,hospital_082,417.0,S_023,553.1
558,83573.0,-37.85488892,145.0014496,17 Erica Street,WINDSOR,10950000.0,2008.0,house,3.0,1.0,0.0,SC_066,1092.38,19957,837.54,11.0,0,hospital_012,237.93,S_115,832.51
559,67740.0,-37.744324,145.344312,9 Baystone Place,LILYDALE,7770000.0,2013.0,house,3.0,2.0,2.0,SC_084,3085.07,19876,1281.45,59.67,0,hospital_151,1422.5,S_233,1602.58
560,64558.0,-37.780824,145.290938,5 Briarwood Court,CROYDON,6400000.0,2012.0,house,4.0,1.0,2.0,SC_022,2147.11,19878,1863.74,50.64,0,hospital_164,4319.46,S_181,1902.16
561,2316.0,-37.80605316,144.8840485,49 Queensville Street,KINGSVILLE,4734000.0,2009.0,house,3.0,1.0,1.0,SC_043,2415.41,20023,485.63,19.6,0,hospital_056,1450.7,S_201,1362.64
562,27215.0,-37.572631,144.917447,51 Huntington Drive,CRAIGIEBURN,1710000.0,2013.0,house,5.0,3.0,2.0,SC_005,341.95,40221,3970.41,45.93,0,hospital_104,8694.03,S_178,2791.17
563,12449.0,-37.708768,144.772671,17 Rosehedge Drive,SYDENHAM,5040000.0,2011.0,house,4.0,2.0,2.0,SC_107,3688.66,20000,860.71,39.06,0,hospital_057,6834.54,S_094,784.8
564,36012.0,-37.68173981,145.0347595,44 Darebin Drive,THOMASTOWN,5440000.0,2009.0,house,3.0,1.0,1.0,SC_062,5584.83,20007,1811.06,38.08,0,hospital_041,2708.55,S_228,1856.97
565,95420.0,-37.92131042,145.0470886,29 Renown Street,BENTLEIGH,8000000.0,2009.0,house,3.0,2.0,2.0,SC_046,2165.53,19939,986.28,37.54,0,hospital_110,1589.4,S_107,480.66
566,21275.0,-37.76555252,144.9485626,466 Victoria Street,BRUNSWICK WEST,7205000.0,2009.0,house,5.0,2.0,2.0,SC_011,3412.82,19968,999.65,21.0,0,hospital_011,1489.8,S_074,1112.52
567,75582.0,-37.894626,145.081543,1/46 Euston Road,HUGHESDALE,15728000.0,2016.0,house,3.0,1.0,2.0,SC_087,691.07,19918,344.46,31.85,0,hospital_166,2207.17,S_167,690.85
568,49175.0,-37.802109,145.068095,2 Para Street,BALWYN,28700000.0,2014.0,house,5.0,3.0,2.0,SC_099,2628.33,19892,2647.71,26.58,0,hospital_064,1888.61,S_137,1046.12
569,12036.0,-37.704585,144.747458,1/19 Jade Way,HILLSIDE,6715000.0,2015.0,house,3.0,2.0,2.0,SC_048,3201.94,20000,2384.78,39.06,0,hospital_057,8577.06,S_163,1249.12
570,44697.0,-37.693819,145.125937,24 Ballandry Crescent,GREENSBOROUGH,10016000.0,2015.0,house,4.0,2.0,2.0,SC_051,3727.45,19985,1923.65,37.87,0,hospital_075,2170.29,S_051,1323.02
571,80810.0,-37.997533,145.200733,142 Kirkham Rd,DANDENONG,5680000.0,2011.0,house,3.0,1.0,1.0,SC_112,1712.59,19888,1153.9,53.82,0,hospital_119,2113.03,S_184,1807.73
572,12120.0,-37.69983292,144.7497406,10 Pimelea Way,HILLSIDE,4960000.0,2009.0,house,5.0,2.0,0.0,SC_048,3758.34,20000,2157.4,39.06,0,hospital_057,8837.43,S_163,683.51
573,58126.0,-37.814916,145.159477,43 Maple Street,BLACKBURN,9936000.0,2012.0,house,3.0,2.0,2.0,SC_002,1165.76,19898,1010.84,35.15,0,hospital_060,2030.69,S_202,1780.45
574,77452.0,-37.92130661,145.1636658,12 Orion Court,MULGRAVE,4992000.0,2008.0,house,3.0,2.0,1.0,SC_073,2575.93,19914,2900.62,41.61,0,hospital_065,3699.92,S_148,1842.87
575,68391.0,-37.862646,145.023192,23 Gladstone Avenue,ARMADALE,7965000.0,2013.0,house,3.0,1.0,1.0,SC_023,2294.36,19944,669.93,19.7,0,hospital_092,455.37,S_013,338.05
576,89316.0,-37.949147,145.01899,2/72 Grange Road,SANDRINGHAM,7965000.0,2014.0,house,3.0,2.0,2.0,SC_079,1938.36,19948,1273.36,28.93,0,hospital_058,1376.94,S_214,498.56
577,37342.0,-37.645243,145.037215,36 McDonalds Road,EPPING,2925000.0,2012.0,house,3.0,1.0,1.0,SC_062,4315.78,20005,1011.59,42.83,0,hospital_053,1957.77,S_196,2530.76
578,36558.0,-37.664977,145.029244,75 Curtin Avenue,LALOR,3300000.0,2010.0,house,4.0,1.0,2.0,SC_062,5174.11,20006,1066.34,39.85,0,hospital_053,1867.54,S_229,845.11
579,88859.0,-37.94632721,145.0274811,4 Telford Street,HIGHETT,6600000.0,2008.0,house,3.0,1.0,1.0,SC_046,1219.35,19872,1284.65,39.58,0,hospital_110,1688.62,S_214,480.59
580,67726.0,-37.742882,145.344081,83 The Gateway,LILYDALE,6165000.0,2016.0,house,4.0,2.0,2.0,SC_084,3151.09,19876,1442.39,59.67,0,hospital_151,1546.45,S_233,1761.69
581,70797.0,-37.879261,145.109163,46 Mawarra Crescent,CHADSTONE,14250000.0,2015.0,house,4.0,2.0,2.0,SC_042,1566.15,19840,680.28,27.93,0,hospital_166,2243.68,S_112,1966.9
582,46579.0,-37.7216248,145.1526687,131 Pitt Street,ELTHAM,2530000.0,2011.0,house,3.0,2.0,2.0,SC_051,5374.51,19987,995.07,44.0,0,hospital_075,4511.91,S_194,874.2
583,65787.0,-37.771544,145.324896,15 Coolaroo Court,MOOROOLBARK,10200000.0,2016.0,house,3.0,2.0,2.0,SC_084,1775.83,19877,1835.48,54.5,0,hospital_113,2837.78,S_168,1497.21
584,11997.0,-37.696696,144.754978,1 Jacqueline Court,HILLSIDE,2560000.0,2012.0,house,3.0,2.0,1.0,SC_048,4207.58,20000,1761.82,39.06,0,hospital_057,8825.73,S_163,387.99
585,85379.0,-37.878838,144.995695,21 Erindale Avenue,RIPPONLEA,12915000.0,2013.0,house,2.0,1.0,0.0,SC_015,1734.78,19955,328.81,15.0,0,hospital_009,1197.87,S_133,691.67
586,64379.0,-37.77209473,145.2845154,38 Fairview Avenue,CROYDON NORTH,31840000.0,2009.0,house,3.0,1.0,2.0,SC_022,3007.13,19878,2621.15,50.64,0,hospital_164,4715.51,S_181,2678.98
587,20257.0,-37.7994957,144.9717407,96 Barkly Street,CARLTON,11760000.0,2007.0,house,3.0,2.0,0.0,SC_008,1384.99,19843,1290.75,4.81,0,hospital_188,541.44,S_200,566.77
588,14139.0,-37.760206,144.899434,25 Antares Court,ABERFELDIE,13700000.0,2015.0,house,5.0,3.0,2.0,SC_085,1720.24,20037,1547.43,20.88,0,hospital_068,1500.37,S_049,1702.24
589,44351.0,-37.689759,145.107493,16 Bullanoo Court,GREENSBOROUGH,9603000.0,2016.0,house,4.0,2.0,2.0,SC_062,4660.92,19985,1581.55,37.87,0,hospital_075,1717.04,S_210,1547.73
590,67533.0,-37.75649643,145.3529053,5 Market St,LILYDALE,2948000.0,2008.0,house,2.0,1.0,0.0,SC_084,3434.74,19876,470.02,59.67,0,hospital_151,534.41,S_233,305.6
591,68823.0,-37.8553628,145.0392323,15 East Street,MALVERN,17000000.0,2011.0,house,3.0,2.0,2.0,SC_023,2341.17,19911,702.87,14.93,0,hospital_183,922.96,S_235,1053.54
592,41584.0,-37.746922,145.071741,138 Rosanna Road,ROSANNA,4446000.0,2012.0,house,4.0,2.0,0.0,SC_017,1024.05,19936,667.56,27.94,0,hospital_066,1275.88,S_100,1393.2
593,86389.0,-37.920334,144.992102,23 Norwood Avenue,BRIGHTON,20350000.0,2012.0,house,4.0,3.0,2.0,SC_046,4586.52,19951,686.19,22.0,0,hospital_156,954.42,S_009,646.65
594,71212.0,-37.853577,145.238867,19 Amesbury Avenue,WANTIRNA,7416000.0,2014.0,house,3.0,2.0,2.0,SC_032,4629.53,19871,2855.41,45.91,0,hospital_179,1097.65,S_226,2194.8
595,70919.0,-37.87717819,145.1059265,9 Melinga Crescent,CHADSTONE,7284000.0,2009.0,house,3.0,1.0,1.0,SC_042,1267.29,19840,672.06,27.93,0,hospital_098,2358.85,S_112,1603.66
596,86200.0,-37.916487,145.004612,16 Hammond Street,BRIGHTON,17400000.0,2014.0,house,3.0,2.0,1.0,SC_046,3915.93,19951,745.4,22.0,0,hospital_156,1261.23,S_009,789.81
597,75531.0,-37.892511,145.053878,90 Truganini Road,CARNEGIE,17520000.0,2016.0,house,4.0,1.0,1.0,SC_041,960.46,19920,810.77,27.89,0,hospital_108,2892.76,S_015,581.71
598,76972.0,-37.914757,145.119733,7 Madeleine Road,CLAYTON,14720000.0,2015.0,house,4.0,2.0,2.0,SC_087,4452.05,19915,1107.12,38.78,0,hospital_065,437.13,S_169,1248.69
599,1753.0,-37.7890587,144.8817892,13 Norfolk Street,MAIDSTONE,5400000.0,2013.0,house,3.0,1.0,3.0,SC_052,1846.23,20023,1452.97,19.6,0,hospital_056,596.55,S_149,1856.0
600,93598.0,-37.989843,145.088972,67 Mc Swain Street,PARKDALE,4800000.0,2010.0,house,3.0,1.0,0.0,SC_003,2082.98,19864,1166.37,40.9,0,hospital_001,1418.28,S_003,1218.47
601,30866.0,-37.753076,144.992901,18 Rennie Street,THORNBURY,10704000.0,2013.0,house,2.0,1.0,1.0,SC_103,1700.03,20014,545.39,23.0,0,hospital_035,1711.3,S_105,970.43
602,55790.0,-37.839352,145.078082,55 Glyndon Road,CAMBERWELL,22400000.0,2013.0,house,4.0,2.0,2.0,SC_099,2428.44,19850,561.34,31.71,0,hospital_168,2163.23,S_160,788.88
603,71535.0,-37.850962,145.24048,4 Roxburgh Road,WANTIRNA,6600000.0,2014.0,house,3.0,1.0,3.0,SC_032,4375.2,19871,2545.53,45.91,0,hospital_179,1150.84,S_139,2486.12
604,66526.0,-37.774045,145.312469,5A Bellara Drive,MOOROOLBARK,4800000.0,2015.0,house,3.0,2.0,2.0,SC_084,1774.08,19877,1191.53,54.5,0,hospital_113,3958.76,S_168,1753.74
605,41170.0,-37.6978472,145.0479332,8 Hillview Court,BUNDOORA,5676000.0,2009.0,house,3.0,2.0,2.0,SC_047,4789.04,20008,3192.51,36.08,0,hospital_037,931.93,S_155,617.45
606,37165.0,-37.625922,145.030802,26 Waterlily Drive,EPPING,5600000.0,2011.0,house,3.0,2.0,2.0,SC_062,5609.78,20005,2946.63,42.83,0,hospital_053,3121.98,S_196,2273.91
607,94555.0,-37.92080688,145.0250397,10 Brewer Road,BENTLEIGH,8720000.0,2009.0,house,3.0,1.0,1.0,SC_046,2386.29,19938,1035.63,39.42,0,hospital_110,1709.88,S_107,1505.04
608,40646.0,-37.69175,145.058468,43 Greenhills Road,BUNDOORA,4320000.0,2011.0,house,3.0,2.0,2.0,SC_062,5056.84,19984,3089.84,33.87,0,hospital_041,395.04,S_155,836.38
609,19768.0,-37.670551,144.906574,5 Nyora Court,WESTMEADOWS,3300000.0,2011.0,house,3.0,1.0,2.0,SC_072,2599.1,20030,1804.27,36.88,0,hospital_104,2524.41,S_153,1571.2
610,13694.0,-37.744169,144.893214,105 Ogilvie Street,ESSENDON,15000000.0,2016.0,house,4.0,2.0,2.0,SC_082,1571.25,20037,2414.58,20.88,0,hospital_184,1064.53,S_197,1518.58
611,72223.0,-37.846771,145.261495,24 Maple Street,BAYSWATER,10464000.0,2015.0,house,2.0,1.0,2.0,SC_032,4753.43,19870,809.77,49.91,0,hospital_002,1132.68,S_139,635.56
612,8954.0,-37.88162994,144.7606354,2 Bishops Court,SEABROOK,5550000.0,2009.0,house,3.0,2.0,2.0,SC_092,3080.57,19924,1672.5,30.75,0,hospital_073,7121.97,S_007,2218.45
613,50312.0,-37.769975,145.085556,59 Rocklea Road,BULLEEN,11190000.0,2012.0,house,5.0,2.0,2.0,SC_009,738.11,19935,2617.79,26.18,0,hospital_004,2596.3,S_154,623.31
614,74703.0,-37.889181,145.060924,18 Tranmere Avenue,CARNEGIE,6080000.0,2011.0,house,3.0,1.0,2.0,SC_041,531.63,19920,386.86,27.89,0,hospital_108,2457.57,S_015,430.19
615,34998.0,-37.71053,145.000669,45 O'Connor Street,RESERVOIR,2925000.0,2014.0,house,3.0,1.0,1.0,SC_103,3236.17,20009,832.45,33.08,0,hospital_139,816.47,S_030,2602.84
616,7995.0,-37.74947357,144.747345,10 Earlington Boulevard,BURNSIDE,3990000.0,2009.0,house,3.0,1.0,2.0,SC_048,1908.39,20001,4661.78,36.06,0,hospital_057,6036.3,S_156,705.12
617,37198.0,-37.646375,145.054887,29 Halter Crescent,EPPING,3015000.0,2015.0,house,3.0,2.0,2.0,SC_062,2762.14,45795,1114.43,45.83,0,hospital_053,3433.13,S_083,1760.57
618,93180.0,-37.993329,145.070731,3/23 Antibes Street,PARKDALE,15200000.0,2015.0,house,3.0,2.0,2.0,SC_003,2948.49,19864,491.7,40.9,0,hospital_001,353.42,S_003,1174.46
619,45283.0,-37.718192,145.09779,55 Warralong Avenue,GREENSBOROUGH,5440000.0,2015.0,house,3.0,2.0,2.0,SC_017,4912.11,19984,1472.28,33.87,0,hospital_075,1618.68,S_020,1515.85
620,38898.0,-37.762046,145.036284,41 Oriel Road,IVANHOE,9338000.0,2012.0,house,4.0,1.0,1.0,SC_001,813.38,19933,1108.44,22.53,0,hospital_039,506.43,S_219,840.1
621,15480.0,-37.722188,144.907114,7A Woolart Street,STRATHMORE,5256000.0,2010.0,house,3.0,2.0,2.0,SC_082,1320.2,20033,1353.28,30.88,0,hospital_184,2246.0,S_198,1158.81
622,60526.0,-37.8423996,145.1846314,18 Ferncroft,VERMONT,6968000.0,2009.0,house,3.0,1.0,1.0,SC_088,2606.77,19899,2572.99,36.59,0,hospital_192,2300.96,S_066,1918.16
623,7825.0,-37.775503,144.801997,3 Sunhill Crescent,ARDEER,5655000.0,2013.0,house,3.0,1.0,1.0,SC_102,2880.07,20004,2012.14,28.06,0,hospital_057,2000.75,S_159,2176.11
624,19412.0,-37.663213,144.933373,33 GUILDFORD AVENUE,COOLAROO,2320000.0,2014.0,house,3.0,1.0,2.0,SC_072,1699.94,44817,690.18,39.93,0,hospital_104,1801.33,S_153,1951.79
625,35845.0,-37.681437,145.030021,106 Dalton Road,THOMASTOWN,4860000.0,2010.0,house,4.0,2.0,3.0,SC_062,5905.43,20007,1392.26,38.08,0,hospital_041,3107.6,S_228,1499.96
626,15154.0,-37.73762512,144.9081421,25A Windsor Avenue,STRATHMORE,12450000.0,2009.0,house,3.0,2.0,2.0,SC_082,464.05,20036,1551.52,23.88,0,hospital_184,586.3,S_197,794.82
627,36164.0,-37.669519,145.02629,13 Evans Street,LALOR,5852000.0,2016.0,house,3.0,1.0,2.0,SC_062,5583.14,20006,899.58,39.85,0,hospital_053,2175.86,S_229,621.14
628,22824.0,-37.750333,144.9474108,44 Devon Avenue,COBURG,12560000.0,2012.0,house,3.0,1.0,2.0,SC_030,2009.83,19966,1350.06,26.0,0,hospital_084,1053.54,S_172,1841.8
629,37249.0,-37.640119,145.038245,3 Polydor Court,EPPING,4404000.0,2012.0,house,3.0,2.0,2.0,SC_062,4359.49,20005,1541.97,42.83,0,hospital_053,2302.75,S_196,2500.92
630,95473.0,-37.915869,145.048892,3 Osborne Avenue,BENTLEIGH,16500000.0,2011.0,house,2.0,1.0,2.0,SC_046,2788.85,19939,1059.02,37.54,0,hospital_159,1733.39,S_107,722.24
631,39528.0,-37.69021606,145.0517578,12 Aldren Pl,BUNDOORA,4518000.0,2007.0,house,4.0,2.0,2.0,SC_062,5219.56,20007,3479.97,38.08,0,hospital_041,994.81,S_155,983.14
632,76810.0,-37.92525482,145.1191101,37 Dunstan Street,CLAYTON,13260000.0,2008.0,house,1.0,1.0,0.0,SC_087,5260.59,19915,140.35,38.78,0,hospital_076,408.64,S_169,87.58
633,65943.0,-37.779574,145.312057,2 Kalimna Street,MOOROOLBARK,8076000.0,2014.0,house,3.0,2.0,2.0,SC_084,2390.57,19877,576.85,54.5,0,hospital_113,4239.59,S_168,2355.67
634,45664.0,-37.676034,145.121635,26 Treetop Terrace,PLENTY,8415000.0,2016.0,house,4.0,2.0,2.0,SC_051,3366.65,19988,3262.85,48.75,0,hospital_075,3524.14,S_051,1597.36
635,51411.0,-37.793909,145.111214,42 & 44 Stanton Street,DONCASTER,23500000.0,2015.0,house,3.0,1.0,1.0,SC_091,1505.52,19896,2884.19,33.64,0,hospital_117,2097.14,S_188,1362.58
636,84052.0,-37.849095,145.007496,46 Grandview Grove,PRAHRAN,14190000.0,2010.0,house,4.0,2.0,0.0,SC_038,951.21,19946,593.83,22.58,0,hospital_132,572.52,S_115,228.14
637,74642.0,-37.892596,145.068824,16 Ardyne Street,MURRUMBEENA,12320000.0,2012.0,house,4.0,3.0,2.0,SC_087,1214.18,19919,295.71,29.89,0,hospital_108,2924.11,S_167,1214.02
638,37412.0,-37.63290024,145.0344849,4 Reedy Lake Mews,EPPING,3420000.0,2009.0,house,3.0,2.0,2.0,SC_062,4958.98,20005,2203.06,42.83,0,hospital_053,2614.86,S_196,2231.83
639,56014.0,-37.84178925,145.0897675,9 Netherway Street,CAMBERWELL,13000000.0,2009.0,house,3.0,1.0,1.0,SC_099,3399.12,19850,1272.65,31.71,0,hospital_089,1782.65,S_160,1814.75
640,52936.0,-37.826902,144.990242,3 Blanche Street,CREMORNE,10206000.0,2011.0,house,3.0,1.0,0.0,SC_024,2075.99,19908,314.83,10.82,0,hospital_146,1050.79,S_076,1982.12
641,45586.0,-37.698141,145.119846,9 Pinnaroo Court,GREENSBOROUGH,4096000.0,2012.0,house,3.0,2.0,3.0,SC_051,4445.88,19985,1209.26,37.87,0,hospital_075,1456.41,S_210,1618.87
642,70742.0,-37.8789036,145.099217,35 Amaroo Street,CHADSTONE,7752000.0,2013.0,house,3.0,1.0,1.0,SC_042,699.55,19839,903.4,25.93,0,hospital_098,2083.44,S_112,1467.85
643,34885.0,-37.711439,145.013402,4 Palm Avenue,RESERVOIR,7605000.0,2009.0,house,3.0,1.0,2.0,SC_103,3291.28,20009,522.01,33.08,0,hospital_139,1513.59,S_225,2017.52
644,46136.0,-37.721077,145.113963,5/60-62 Para Road,MONTMORENCY,9435000.0,2016.0,house,2.0,1.0,1.0,SC_009,5327.83,19986,925.41,40.0,0,hospital_075,1912.99,S_020,2196.33
645,50201.0,-37.77889,145.092471,37 Estelle Street,BULLEEN,12100000.0,2015.0,house,3.0,2.0,2.0,SC_009,1474.65,19935,3704.23,26.18,0,hospital_194,2094.51,S_154,1387.97
646,67810.0,-37.834316,145.007766,1 Vista Grove,TOORAK,30000000.0,2011.0,house,5.0,2.0,3.0,SC_038,697.61,19906,752.26,12.77,0,hospital_196,1096.71,S_102,672.71
647,47422.0,-37.713685,145.165329,65 Eucalyptus Road,ELTHAM,9168000.0,2012.0,house,3.0,2.0,2.0,SC_051,4481.8,19987,1541.75,44.0,0,hospital_075,5322.44,S_194,661.78
